participant_id,start_date,end_date,batch,duration,qualtrics_duration,group_id,partner_choice,public_private,unique_group_id,participant_role,dg_total,dg_a_gen_transfer,dg_a1_transfer,dg_a2_transfer,dg_payoff,tg_partner_choice,tg_total,tg_c_transfer,tg_c_transfer_x3,tg_c_keep,tg_a_return,tg_payoff,dgtg_payoff,complete,total_bonus,age,gender,gender_7_text,race_ethnicity,dg_a_transfer,dg_a_moral,dg_a1_moral,dg_a2_moral,dg_a_chosen_moral,tg_c_moral,tg_a_moral,believe_real,observability,dg_a_chosen_transfer,dg_a_gen_transfer_ratio,dg_a_transfer_ratio,dg_a1_transfer_ratio,dg_a2_transfer_ratio,dg_a_chosen_transfer_ratio,tg_c_transfer_ratio,tg_a_return_ratio
1766,2023-08-11T20:38:00Z,2023-08-11T20:54:00Z,13,16,966,348,yes,public,20230811_348_yes_public,B,0.5,NA,0.25,0.3,0.55,NA,0.5,NA,NA,NA,NA,NA,0.55,TRUE,1.15,51,Man,NA,White,NA,NA,50,50,NA,NA,NA,No,1,NA,NA,NA,0.5,0.6,NA,NA,NA
1767,2023-08-11T20:38:00Z,2023-08-11T20:47:00Z,13,9,522,349,yes,private,20230811_349_yes_private,B,0.5,NA,0.2,0.5,0.7,NA,0.5,NA,NA,NA,NA,NA,0.7,TRUE,1.3,61,Man,NA,White,NA,NA,75,100,NA,NA,NA,Yes,0,NA,NA,NA,0.4,1,NA,NA,NA
1768,2023-08-11T20:38:00Z,2023-08-11T20:53:00Z,13,15,950,349,yes,private,20230811_349_yes_private,C,0.5,NA,0.2,0.5,0,A2,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,42,Man,NA,White,NA,NA,29,73,73,90,100,Yes,0,0.5,NA,NA,0.4,1,1,1,1.5
1769,2023-08-11T20:38:00Z,2023-08-11T20:48:00Z,13,10,608,352,no,private,20230811_352_no_private,A,0.5,0.25,NA,NA,0.25,NA,0.5,0.25,0.75,0.25,0.25,0.5,0.75,TRUE,1.35,30,Man,NA,White,0.25,84,NA,NA,84,82,82,Yes,0,0.25,0.5,0.5,NA,NA,0.5,0.5,1
1770,2023-08-11T20:38:00Z,2023-08-11T20:59:00Z,13,21,1261,352,yes,private,20230811_352_yes_private,C,0.5,NA,0.15,0.25,0,A2,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,40,Woman,NA,White,NA,NA,27,74,74,93,92,Yes,0,0.25,NA,NA,0.3,0.5,0.5,1,1.5
1771,2023-08-11T20:39:00Z,2023-08-11T20:55:00Z,13,16,967,351,yes,public,20230811_351_yes_public,C,0.5,NA,0.35,0.3,0,A2,0.5,0.5,1.5,NA,0.5,0.5,0.5,TRUE,1.1,53,Woman,NA,"Asian or Asian American,Black or African American,White,Hispanic/Latino/a/e",NA,NA,85,83,83,83,83,Yes,1,0.3,NA,NA,0.7,0.6,0.6,1,1
1772,2023-08-11T20:39:00Z,2023-08-11T20:51:00Z,13,12,704,353,no,public,20230811_353_no_public,B,0.5,0,NA,NA,0,NA,0.5,NA,NA,NA,NA,NA,0,TRUE,0.6,34,Woman,NA,White,0,4,NA,NA,4,NA,NA,No,1,0,0,0,NA,NA,0,NA,NA
1773,2023-08-11T20:39:00Z,2023-08-11T20:55:00Z,13,16,934,354,no,private,20230811_354_no_private,C,0.5,0,NA,NA,0,NA,0.5,0,0,NA,NA,0.5,0.5,TRUE,1.1,59,Woman,NA,White,0,44,NA,NA,44,60,49,Yes,0,0,0,0,NA,NA,0,0,NA
1774,2023-08-11T20:41:00Z,2023-08-11T20:53:00Z,13,12,717,351,yes,public,20230811_351_yes_public,A1,0.5,0.35,0.35,NA,0.15,A2,0.5,NA,NA,NA,NA,NA,0.15,TRUE,0.75,25,Woman,NA,White,NA,NA,100,NA,NA,NA,NA,Yes,1,NA,0.7,NA,0.7,NA,NA,NA,NA
1775,2023-08-11T20:42:00Z,2023-08-11T20:54:00Z,13,12,707,351,yes,public,20230811_351_yes_public,A2,0.5,0.3,NA,0.3,0.2,A2,0.5,0.5,1.5,0,0.5,1,1.2,TRUE,1.8,28,Woman,NA,Black or African American,NA,NA,NA,87,87,100,100,Yes,1,0.3,0.6,NA,NA,0.6,0.6,1,1
1776,2023-08-11T20:42:00Z,2023-08-11T20:52:00Z,13,10,560,355,no,public,20230811_355_no_public,B,0.5,0,NA,NA,0,NA,0.5,NA,NA,NA,NA,NA,0,TRUE,0.6,42,Man,NA,White,0,18,NA,NA,18,NA,NA,No,1,0,0,0,NA,NA,0,NA,NA
1777,2023-08-11T20:43:00Z,2023-08-11T21:00:00Z,13,17,1021,352,yes,private,20230811_352_yes_private,A2,0.5,0.25,NA,0.25,0.25,A2,0.5,0.5,1.5,0,0.75,0.75,1,TRUE,1.6,36,Woman,NA,White,NA,NA,NA,86,86,84,85,Yes,0,0.25,0.5,NA,NA,0.5,0.5,1,1.5
1778,2023-08-11T20:43:00Z,2023-08-11T20:51:00Z,13,8,481,354,no,private,20230811_354_no_private,B,0.5,0,NA,NA,0,NA,0.5,NA,NA,NA,NA,NA,0,TRUE,0.6,26,Man,NA,White,0,27,NA,NA,27,NA,NA,Yes,0,0,0,0,NA,NA,0,NA,NA
1779,2023-08-11T20:43:00Z,2023-08-11T20:55:00Z,13,12,664,356,no,private,20230811_356_no_private,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,57,Man,NA,White,0.25,100,NA,NA,100,NA,NA,Yes,0,0.25,0.5,0.5,NA,NA,0.5,NA,NA
1780,2023-08-11T20:44:00Z,2023-08-11T21:00:00Z,13,16,975,352,yes,private,20230811_352_yes_private,A1,0.5,0.15,0.15,NA,0.35,A2,0.5,NA,NA,NA,NA,NA,0.35,TRUE,0.95,62,Woman,NA,White,NA,NA,50,NA,NA,NA,NA,No,0,NA,0.3,NA,0.3,NA,NA,NA,NA
1781,2023-08-11T20:44:00Z,2023-08-11T20:55:00Z,13,11,630,353,yes,public,20230811_353_yes_public,A2,0.5,0.11,NA,0.11,0.39,A1,0.5,NA,NA,NA,NA,NA,0.39,TRUE,0.99,33,Man,NA,White,NA,NA,NA,72,NA,NA,NA,No,1,NA,0.22,NA,NA,0.22,NA,NA,NA
1782,2023-08-11T20:45:00Z,2023-08-11T20:52:00Z,13,7,394,353,yes,public,20230811_353_yes_public,B,0.5,NA,0.5,0.11,0.61,NA,0.5,NA,NA,NA,NA,NA,0.61,TRUE,1.21,20,Man,NA,White,NA,NA,81,63,NA,NA,NA,Yes,1,NA,NA,NA,1,0.22,NA,NA,NA
1783,2023-08-11T20:45:00Z,2023-08-11T20:51:00Z,13,6,407,355,no,public,20230811_355_no_public,C,0.5,0,NA,NA,0,NA,0.5,0,0,NA,NA,0.5,0.5,TRUE,1.1,32,Man,NA,White,0,34,NA,NA,34,50,50,No,1,0,0,0,NA,NA,0,0,NA
1784,2023-08-11T20:46:00Z,2023-08-11T20:55:00Z,13,9,556,353,yes,public,20230811_353_yes_public,A1,0.5,0.5,0.5,NA,0,A1,0.5,0.5,1.5,0,0.5,1,1,TRUE,1.6,43,Man,NA,White,NA,NA,100,NA,100,100,100,Yes,1,0.5,1,NA,1,NA,1,1,1
1785,2023-08-11T20:46:00Z,2023-08-11T20:59:00Z,13,13,825,353,yes,public,20230811_353_yes_public,C,0.5,NA,0.5,0.11,0,A1,0.5,0.5,1.5,NA,0.5,0.5,0.5,TRUE,1.1,44,Man,NA,Hispanic/Latino/a/e,NA,NA,100,29,100,100,54,No,1,0.5,NA,NA,1,0.22,1,1,1
1786,2023-08-11T20:46:00Z,2023-08-11T20:51:00Z,13,5,300,355,no,public,20230811_355_no_public,A,0.5,0,NA,NA,0.5,NA,0.5,0,0,0.5,NA,0,0.5,TRUE,1.1,32,Man,NA,White,0,38,NA,NA,38,40,50,No,1,0,0,0,NA,NA,0,0,NA
1787,2023-08-11T20:47:00Z,2023-08-11T21:00:00Z,13,13,804,354,yes,public,20230811_354_yes_public,A2,0.5,0.4,NA,0.4,0.1,A2,0.5,0.5,1.5,0,0.75,0.75,0.85,TRUE,1.45,33,Woman,NA,White,NA,NA,NA,82,82,100,84,No,1,0.4,0.8,NA,NA,0.8,0.8,1,1.5
1788,2023-08-11T20:47:00Z,2023-08-11T21:00:00Z,13,13,741,354,yes,public,20230811_354_yes_public,C,0.5,NA,0.3,0.4,0,A2,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,21,Man,NA,White,NA,NA,55,71,71,77,85,Yes,1,0.4,NA,NA,0.6,0.8,0.8,1,1.5
1789,2023-08-11T20:47:00Z,2023-08-11T21:13:00Z,13,26,1531,356,yes,public,20230811_356_yes_public,B,0.5,NA,0.25,0.25,0.5,NA,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,32,Man,NA,White,NA,NA,72,73,NA,NA,NA,Yes,1,NA,NA,NA,0.5,0.5,NA,NA,NA
1790,2023-08-11T20:47:00Z,2023-08-11T21:09:00Z,13,22,1288,359,no,public,20230811_359_no_public,A,0.5,0.25,NA,NA,0.25,NA,0.5,0.5,1.5,0,0.75,0.75,1,TRUE,1.6,62,Woman,NA,White,0.25,50,NA,NA,50,50,50,Yes,1,0.25,0.5,0.5,NA,NA,0.5,1,1.5
1791,2023-08-11T20:48:00Z,2023-08-11T20:57:00Z,13,9,555,356,no,private,20230811_356_no_private,A,0.5,0.25,NA,NA,0.25,NA,0.5,0.25,0.75,0.25,0.25,0.5,0.75,TRUE,1.35,40,Man,NA,White,0.25,84,NA,NA,84,50,57,Yes,0,0.25,0.5,0.5,NA,NA,0.5,0.5,1
1792,2023-08-11T20:48:00Z,2023-08-11T20:59:00Z,13,11,671,356,no,private,20230811_356_no_private,C,0.5,0.25,NA,NA,0,NA,0.5,0.25,0.75,NA,0.25,0.5,0.5,TRUE,1.1,38,Man,NA,White,0.25,73,NA,NA,73,72,72,No,0,0.25,0.5,0.5,NA,NA,0.5,0.5,1
1793,2023-08-11T20:48:00Z,2023-08-11T20:53:00Z,13,5,314,357,no,public,20230811_357_no_public,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,28,Man,NA,White,0.25,79,NA,NA,79,NA,NA,No,1,0.25,0.5,0.5,NA,NA,0.5,NA,NA
1794,2023-08-11T20:48:00Z,2023-08-11T20:59:00Z,13,11,629,359,no,public,20230811_359_no_public,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,55,Woman,NA,White,0.25,94,NA,NA,94,NA,NA,No,1,0.25,0.5,0.5,NA,NA,0.5,NA,NA
1795,2023-08-11T20:49:00Z,2023-08-11T21:00:00Z,13,11,654,354,yes,public,20230811_354_yes_public,A1,0.5,0.3,0.3,NA,0.2,A2,0.5,NA,NA,NA,NA,NA,0.2,TRUE,0.8,32,Man,NA,White,NA,NA,89,NA,NA,NA,NA,No,1,NA,0.6,NA,0.6,NA,NA,NA,NA
1796,2023-08-11T20:49:00Z,2023-08-11T21:00:00Z,13,11,639,358,no,private,20230811_358_no_private,A,0.5,0.05,NA,NA,0.45,NA,0.5,0.05,0.15,0.45,0.05,0.1,0.55,TRUE,1.15,32,Man,NA,White,0.05,50,NA,NA,50,59,50,Yes,0,0.05,0.1,0.1,NA,NA,0.1,0.1,1
1797,2023-08-11T20:49:00Z,2023-08-11T20:57:00Z,13,8,455,358,no,private,20230811_358_no_private,C,0.5,0.05,NA,NA,0,NA,0.5,0.05,0.15,NA,0.05,0.5,0.5,TRUE,1.1,33,Man,NA,White,0.05,11,NA,NA,11,26,70,Yes,0,0.05,0.1,0.1,NA,NA,0.1,0.1,1
1798,2023-08-11T20:50:00Z,2023-08-11T20:55:00Z,13,5,317,358,no,private,20230811_358_no_private,B,0.5,0.05,NA,NA,0.05,NA,0.5,NA,NA,NA,NA,NA,0.05,TRUE,0.65,32,Woman,NA,White,0.05,36,NA,NA,36,NA,NA,No,0,0.05,0.1,0.1,NA,NA,0.1,NA,NA
1799,2023-08-11T20:50:00Z,2023-08-11T21:09:00Z,13,19,1127,359,no,public,20230811_359_no_public,C,0.5,0.25,NA,NA,0,NA,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,46,Woman,NA,"Asian or Asian American,Native Hawaiian or other Pacific Islander",0.25,56,NA,NA,56,79,70,Yes,1,0.25,0.5,0.5,NA,NA,0.5,1,1.5
1800,2023-08-11T20:51:00Z,2023-08-11T21:14:00Z,13,23,1404,360,no,private,20230811_360_no_private,A,0.5,0.1,NA,NA,0.4,NA,0.5,0.5,1.5,0,0.25,1.25,1.65,TRUE,2.25,43,Woman,NA,White,0.1,57,NA,NA,57,61,61,No,0,0.1,0.2,0.2,NA,NA,0.2,1,0.5
1801,2023-08-11T20:52:00Z,2023-08-11T20:58:00Z,13,6,370,354,yes,public,20230811_354_yes_public,B,0.5,NA,0.3,0.4,0.7,NA,0.5,NA,NA,NA,NA,NA,0.7,TRUE,1.3,34,Man,NA,White,NA,NA,69,78,NA,NA,NA,No,1,NA,NA,NA,0.6,0.8,NA,NA,NA
1802,2023-08-11T20:52:00Z,2023-08-11T21:19:00Z,13,27,1606,360,no,private,20230811_360_no_private,C,0.5,0.1,NA,NA,0,NA,0.5,0.5,1.5,NA,0.25,0.25,0.25,TRUE,0.85,53,Man,NA,Black or African American,0.1,29,NA,NA,29,100,34,Yes,0,0.1,0.2,0.2,NA,NA,0.2,1,0.5
1803,2023-08-11T20:54:00Z,2023-08-11T21:12:00Z,13,18,1050,356,yes,public,20230811_356_yes_public,A2,0.5,0.25,NA,0.25,0.25,A1,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,34,Man,NA,White,NA,NA,NA,100,NA,NA,NA,No,1,NA,0.5,NA,NA,0.5,NA,NA,NA
1804,2023-08-11T20:54:00Z,2023-08-11T21:12:00Z,13,18,1039,359,yes,public,20230811_359_yes_public,B,0.5,NA,0,0,0,NA,0.5,NA,NA,NA,NA,NA,0,TRUE,0.6,29,Woman,NA,Black or African American,NA,NA,43,46,NA,NA,NA,No,1,NA,NA,NA,0,0,NA,NA,NA
1805,2023-08-11T20:54:00Z,2023-08-11T21:05:00Z,13,11,617,361,no,public,20230811_361_no_public,C,0.5,0.25,NA,NA,0,NA,0.5,0,0,NA,NA,0.5,0.5,TRUE,1.1,42,Woman,NA,White,0.25,49,NA,NA,49,47,48,No,1,0.25,0.5,0.5,NA,NA,0.5,0,NA
1806,2023-08-11T20:55:00Z,2023-08-11T21:03:00Z,14,8,476,361,no,public,20230811_361_no_public,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,58,Woman,NA,White,0.25,62,NA,NA,62,NA,NA,No,1,0.25,0.5,0.5,NA,NA,0.5,NA,NA
1807,2023-08-11T20:56:00Z,2023-08-11T21:03:00Z,13,7,441,361,no,public,20230811_361_no_public,A,0.5,0.25,NA,NA,0.25,NA,0.5,0,0,0.5,NA,0,0.25,TRUE,0.85,50,Man,NA,White,0.25,51,NA,NA,51,51,100,Yes,1,0.25,0.5,0.5,NA,NA,0.5,0,NA
1808,2023-08-11T20:58:00Z,2023-08-11T21:07:00Z,14,9,554,359,yes,public,20230811_359_yes_public,A1,0.5,0,0,NA,0.5,A1,0.5,0,0,0.5,NA,0,0.5,TRUE,1.1,37,Man,NA,White,NA,NA,21,NA,21,29,42,Yes,1,0,0,NA,0,NA,0,0,NA
1809,2023-08-11T20:58:00Z,2023-08-11T21:03:00Z,14,5,332,360,no,private,20230811_360_no_private,B,0.5,0.1,NA,NA,0.1,NA,0.5,NA,NA,NA,NA,NA,0.1,TRUE,0.7,40,Woman,NA,White,0.1,50,NA,NA,50,NA,NA,Yes,0,0.1,0.2,0.2,NA,NA,0.2,NA,NA
1810,2023-08-11T20:59:00Z,2023-08-11T21:08:00Z,13,9,594,362,no,private,20230811_362_no_private,C,0.5,0.5,NA,NA,0,NA,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,39,Man,NA,White,0.5,100,NA,NA,100,100,92,Yes,0,0.5,1,1,NA,NA,1,1,1.5
1811,2023-08-11T20:59:00Z,2023-08-11T21:06:00Z,14,7,406,359,yes,public,20230811_359_yes_public,A2,0.5,0,NA,0,0.5,A1,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,28,Man,NA,Asian or Asian American,NA,NA,NA,50,NA,NA,NA,No,1,NA,0,NA,NA,0,NA,NA,NA
1812,2023-08-11T20:59:00Z,2023-08-11T21:08:00Z,14,9,538,363,no,public,20230811_363_no_public,C,0.5,0,NA,NA,0,NA,0.5,0.5,1.5,NA,0,0,0,TRUE,0.6,23,Man,NA,Asian or Asian American,0,0,NA,NA,0,100,0,No,1,0,0,0,NA,NA,0,1,0
1813,2023-08-11T21:00:00Z,2023-08-11T21:11:00Z,13,11,686,363,no,public,20230811_363_no_public,B,0.5,0,NA,NA,0,NA,0.5,NA,NA,NA,NA,NA,0,TRUE,0.6,60,Woman,NA,White,0,0,NA,NA,0,NA,NA,No,1,0,0,0,NA,NA,0,NA,NA
1814,2023-08-11T21:00:00Z,2023-08-11T21:06:00Z,14,6,387,359,yes,public,20230811_359_yes_public,C,0.5,NA,0,0,0,A1,0.5,0,0,NA,NA,0.5,0.5,TRUE,1.1,29,Man,NA,White,NA,NA,0,0,0,100,0,No,1,0,NA,NA,0,0,0,0,NA
1815,2023-08-11T21:02:00Z,2023-08-11T21:19:00Z,13,17,1015,364,no,private,20230811_364_no_private,C,0.5,0,NA,NA,0,NA,0.5,0,0,NA,NA,0.5,0.5,TRUE,1.1,72,Woman,NA,White,0,9,NA,NA,9,79,74,Yes,0,0,0,0,NA,NA,0,0,NA
1816,2023-08-11T21:03:00Z,2023-08-11T21:09:00Z,13,6,350,362,no,private,20230811_362_no_private,A,0.5,0.5,NA,NA,0,NA,0.5,0.5,1.5,0,0.75,0.75,0.75,TRUE,1.35,68,Man,NA,White,0.5,100,NA,NA,100,100,100,No,0,0.5,1,1,NA,NA,1,1,1.5
1817,2023-08-11T21:03:00Z,2023-08-11T21:09:00Z,13,6,393,363,no,public,20230811_363_no_public,A,0.5,0,NA,NA,0.5,NA,0.5,0.5,1.5,0,0,1.5,2,TRUE,2.6,47,Woman,NA,White,0,50,NA,NA,50,50,50,No,1,0,0,0,NA,NA,0,1,0
1818,2023-08-11T21:04:00Z,2023-08-11T21:17:00Z,13,13,802,364,no,private,20230811_364_no_private,A,0.5,0,NA,NA,0.5,NA,0.5,0,0,0.5,NA,0,0.5,TRUE,1.1,42,Woman,NA,White,0,79,NA,NA,79,80,100,Yes,0,0,0,0,NA,NA,0,0,NA
1819,2023-08-11T21:04:00Z,2023-08-11T21:15:00Z,13,11,679,364,no,private,20230811_364_no_private,B,0.5,0,NA,NA,0,NA,0.5,NA,NA,NA,NA,NA,0,TRUE,0.6,32,Woman,NA,White,0,29,NA,NA,29,NA,NA,No,0,0,0,0,NA,NA,0,NA,NA
1820,2023-08-25T23:39:00Z,2023-08-25T23:47:00Z,15,8,489,1,no,public,20230825_1_no_public,B,0.5,0.25,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,56,Woman,NA,White,0.25,100,NA,NA,100,NA,NA,Yes,1,0.25,0.5,0.5,NA,NA,0.5,NA,NA
1821,2023-08-25T23:39:00Z,2023-08-25T23:45:00Z,15,6,368,3,yes,public,20230825_3_yes_public,B,0.5,NA,0,0.15,0.15,NA,0.5,NA,NA,NA,NA,NA,0.15,TRUE,0.75,42,Man,NA,White,NA,NA,49,49,NA,NA,NA,Yes,1,NA,NA,NA,0,0.3,NA,NA,NA
1822,2023-08-25T23:39:00Z,2023-08-25T23:49:00Z,15,10,594,4,yes,private,20230825_4_yes_private,A1,0.5,0,0,NA,0.5,A2,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,62,Man,NA,White,NA,NA,46,NA,NA,NA,NA,Yes,0,NA,0,NA,0,NA,NA,NA,NA
1823,2023-08-25T23:39:00Z,2023-08-25T23:51:00Z,15,12,669,6,yes,public,20230825_6_yes_public,B,0.5,NA,0.25,0.1,0.35,NA,0.5,NA,NA,NA,NA,NA,0.35,TRUE,0.95,43,Woman,NA,Black or African American,NA,NA,50,20,NA,NA,NA,No,1,NA,NA,NA,0.5,0.2,NA,NA,NA
1824,2023-08-25T23:39:00Z,2023-08-26T00:11:00Z,15,32,1911,14,no,public,20230825_14_no_public,C,0.5,0.25,NA,NA,0,NA,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,61,Man,NA,White,0.25,100,NA,NA,100,100,100,Yes,1,0.25,0.5,0.5,NA,NA,0.5,1,1.5
1825,2023-08-25T23:40:00Z,2023-08-25T23:50:00Z,15,10,644,2,no,private,20230825_2_no_private,A,0.5,0,NA,NA,0.5,NA,0.5,0.25,0.75,0.25,0.25,0.5,1,TRUE,1.6,50,Man,NA,Asian or Asian American,0,0,NA,NA,0,50,100,Yes,0,0,0,0,NA,NA,0,0.5,1
1826,2023-08-25T23:40:00Z,2023-08-25T23:52:00Z,15,12,742,2,no,private,20230825_2_no_private,C,0.5,0,NA,NA,0,NA,0.5,0.25,0.75,NA,0.25,0.5,0.5,TRUE,1.1,55,Woman,NA,White,0,19,NA,NA,19,58,50,Yes,0,0,0,0,NA,NA,0,0.5,1
1827,2023-08-25T23:40:00Z,2023-08-25T23:52:00Z,15,12,683,2,yes,private,20230825_2_yes_private,A1,0.5,0.25,0.25,NA,0.25,A1,0.5,0.5,1.5,0,0.75,0.75,1,TRUE,1.6,22,Nonbinary person,NA,White,NA,NA,89,NA,89,88,87,No,0,0.25,0.5,NA,0.5,NA,0.5,1,1.5
1828,2023-08-25T23:40:00Z,2023-08-25T23:48:00Z,15,8,493,2,yes,private,20230825_2_yes_private,A2,0.5,0.25,NA,0.25,0.25,A1,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,32,Woman,NA,White,NA,NA,NA,100,NA,NA,NA,Yes,0,NA,0.5,NA,NA,0.5,NA,NA,NA
1829,2023-08-25T23:40:00Z,2023-08-25T23:48:00Z,15,8,493,2,yes,private,20230825_2_yes_private,B,0.5,NA,0.25,0.25,0.5,NA,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,23,Man,NA,White,NA,NA,79,79,NA,NA,NA,Yes,0,NA,NA,NA,0.5,0.5,NA,NA,NA
1830,2023-08-25T23:40:00Z,2023-08-25T23:51:00Z,15,11,654,2,yes,private,20230825_2_yes_private,C,0.5,NA,0.25,0.25,0,A1,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,32,Man,NA,White,NA,NA,100,100,100,100,100,Yes,0,0.25,NA,NA,0.5,0.5,0.5,1,1.5
1831,2023-08-25T23:40:00Z,2023-08-25T23:53:00Z,15,13,801,3,no,public,20230825_3_no_public,C,0.5,0.5,NA,NA,0,NA,0.5,0.5,1.5,NA,0.75,0.75,0.75,TRUE,1.35,38,Woman,NA,Black or African American,0.5,100,NA,NA,100,100,100,No,1,0.5,1,1,NA,NA,1,1,1.5
1832,2023-08-25T23:40:00Z,2023-08-25T23:49:00Z,15,9,538,4,yes,private,20230825_4_yes_private,A2,0.5,0.15,NA,0.15,0.35,A2,0.5,0.15,0.45,0.35,0.1,0.35,0.7,TRUE,1.3,26,Woman,NA,"Black or African American,White,Hispanic/Latino/a/e",NA,NA,NA,70,70,72,66,Yes,0,0.15,0.3,NA,NA,0.3,0.3,0.3,0.666666667
1833,2023-08-25T23:40:00Z,2023-08-25T23:50:00Z,15,10,590,4,yes,private,20230825_4_yes_private,B,0.5,NA,0,0.15,0.15,NA,0.5,NA,NA,NA,NA,NA,0.15,TRUE,0.75,25,Woman,NA,"Black or African American,White,Hispanic/Latino/a/e",NA,NA,40,54,NA,NA,NA,Yes,0,NA,NA,NA,0,0.3,NA,NA,NA
1834,2023-08-25T23:40:00Z,2023-08-25T23:55:00Z,15,15,879,7,yes,private,20230825_7_yes_private,A2,0.5,0,NA,0,0.5,A2,0.5,0.5,1.5,0,0,1.5,2,TRUE,2.6,23,Man,NA,Asian or Asian American,NA,NA,NA,50,50,77,24,No,0,0,0,NA,NA,0,0,1,0
1835,2023-08-25T23:40:00Z,2023-08-25T23:51:00Z,15,11,659,7,yes,private,20230825_7_yes_private,B,0.5,NA,0,0,0,NA,0.5,NA,NA,NA,NA,NA,0,TRUE,0.6,22,Woman,NA,"Black or African American,Hispanic/Latino/a/e",NA,NA,63,64,NA,NA,NA,Yes,0,NA,NA,NA,0,0,NA,NA,NA
1836,2023-08-25T23:40:00Z,2023-08-25T23:59:00Z,15,19,1106,8,yes,public,20230825_8_yes_public,A1,0.5,0.25,0.25,NA,0.25,A2,0.5,NA,NA,NA,NA,NA,0.25,TRUE,0.85,25,Woman,NA,Hispanic/Latino/a/e,NA,NA,71,NA,NA,NA,NA,Yes,1,NA,0.5,NA,0.5,NA,NA,NA,NA
1837,2023-08-25T23:40:00Z,2023-08-26T00:04:00Z,15,24,1431,13,yes,private,20230825_13_yes_private,B,0.5,NA,0,0.1,0.1,NA,0.5,NA,NA,NA,NA,NA,0.1,TRUE,0.7,35,Woman,NA,White,NA,NA,22,26,NA,NA,NA,No,0,NA,NA,NA,0,0.2,NA,NA,NA
1838,2023-08-25T23:41:00Z,2023-08-25T23:48:00Z,15,7,441,1,no,public,20230825_1_no_public,A,0.5,0.25,NA,NA,0.25,NA,0.5,0.25,0.75,0.25,0.25,0.5,0.75,TRUE,1.35,21,Man,NA,"White,Hispanic/Latino/a/e",0.25,100,NA,NA,100,100,99,No,1,0.25,0.5,0.5,NA,NA,0.5,0.5,1
1839,2023-08-25T23:41:00Z,2023-08-25T23:48:00Z,15,7,443,1,no,public,20230825_1_no_public,C,0.5,0.25,NA,NA,0,NA,0.5,0.25,0.75,NA,0.25,0.5,0.5,TRUE,1.1,32,Man,NA,Asian or Asian American,0.25,80,NA,NA,80,79,79,Yes,1,0.25,0.5,0.5,NA,NA,0.5,0.5,1
1840,2023-08-25T23:41:00Z,2023-08-25T23:49:00Z,15,8,465,2,no,private,20230825_2_no_private,B,0.5,0,NA,NA,0,NA,0.5,NA,NA,NA,NA,NA,0,TRUE,0.6,24,Nonbinary person,NA,Hispanic/Latino/a/e,0,49,NA,NA,49,NA,NA,Yes,0,0,0,0,NA,NA,0,NA,NA
1841,2023-08-25T23:41:00Z,2023-08-25T23:53:00Z,15,12,727,3,no,public,20230825_3_no_public,B,0.5,0.5,NA,NA,0.5,NA,0.5,NA,NA,NA,NA,NA,0.5,TRUE,1.1,51,Woman,NA,Black or African American,0.5,85,NA,NA,85,NA,NA,Yes,1,0.5,1,1,NA,NA,1,NA,NA
1842,2023-08-25T23:41:00Z,2023-08-25T23:52:00Z,15,11,672,4,no,private,20230825_4_no_private,A,0.5,0.4,NA,NA,0.1,NA,0.5,0.25,0.75,0.25,0.4,0.35,0.45,TRUE,1.05,49,Man,NA,White,0.4,99,NA,NA,99,79,84,Yes,0,0.4,0.8,0.8,NA,NA,0.8,0.5,1.6
1843,2023-08-25T23:41:00Z,2023-08-25T23:49:00Z,15,8,516,4,yes,private,20230825_4_yes_private,C,0.5,NA,0,0.15,0,A2,0.5,0.15,0.45,NA,0.1,0.45,0.45,TRUE,1.05,26,Man,NA,White,NA,NA,0,100,100,100,0,Yes,0,0.15,NA,NA,0,0.3,0.3,0.3,0.666666667
1844,2023-08-25T23:41:00Z,2023-08-25T23:50:00Z,15,9,544,6,yes,public,20230825_6_yes_public,A2,0.5,0.1,NA,0.1,0.4,A1,0.5,NA,NA,NA,NA,NA,0.4,TRUE,1,22,Man,NA,White,NA,NA,NA,50,NA,NA,NA,Yes,1,NA,0.2,NA,NA,0.2,NA,NA,NA
